read_date,user_uuid,category,journalist_id,language,length,country,subscription_date,platform,article_id,stars,read_month,user_type,total_reads,unique_categories,cluster,persona
2023-10-12,219,sport,108,en,medium,uk,2021-12-24,tablet,323756,3,2023-10,Fedele,8,6,2,Super Lettore
2023-08-18,32,finance,103,en,medium,uk,2022-03-07,pc,623536,3,2023-08,Occasionale,2,2,1,Mordi e Fuggi
2023-09-09,13,sport,105,fr,medium,fr,2022-05-22,pc,321505,3,2023-09,Fedele,10,5,2,Super Lettore
2023-06-05,245,weather,100,fr,medium,fr,2022-11-28,pc,721793,3,2023-06,Moderato,4,4,0,Esploratore
2022-12-05,67,sport,100,fr,long,fr,2020-10-01,tablet,331909,2,2022-12,Moderato,3,2,1,Esploratore
2023-08-12,48,finance,116,it,medium,it,2020-10-21,tablet,622850,3,2023-08,Moderato,5,3,0,Esploratore
2023-10-18,71,economy,104,fr,long,fr,2021-05-10,pc,231611,1,2023-10,Moderato,5,3,0,Esploratore
2021-10-18,207,sport,120,en,long,uk,2020-01-11,pc,333415,4,2021-10,Moderato,4,3,0,Esploratore
2023-10-24,237,sport,107,it,short,it,2022-03-23,mobile,312697,2,2023-10,Fedele,6,4,0,Super Lettore
2023-04-19,218,lifestyle,109,fr,medium,fr,2021-02-16,tablet,121640,5,2023-04,Moderato,4,3,0,Esploratore
2023-06-24,180,weather,117,en,short,uk,2021-02-08,pc,713516,4,2023-06,Moderato,3,2,1,Esploratore
2021-08-10,16,weather,107,en,long,uk,2020-04-02,tablet,733825,1,2021-08,Moderato,3,2,1,Esploratore
2023-06-01,241,weather,118,it,long,it,2022-05-11,tablet,732996,3,2023-06,Fedele,10,4,2,Super Lettore
2022-07-01,209,weather,113,en,medium,uk,2020-07-06,tablet,723764,2,2022-07,Fedele,7,4,2,Super Lettore
2021-01-27,48,weather,114,it,medium,it,2020-10-21,tablet,722526,5,2021-01,Moderato,5,3,0,Esploratore
2023-03-06,88,weather,113,fr,medium,fr,2022-11-12,pc,721131,4,2023-03,Occasionale,2,1,1,Mordi e Fuggi
2022-02-05,34,weather,118,en,short,uk,2020-12-10,mobile,713758,1,2022-02,Fedele,6,3,0,Super Lettore
2022-12-26,14,art,104,it,long,it,2021-01-14,pc,532626,1,2022-12,Fedele,7,6,2,Super Lettore
2023-06-10,64,sport,121,fr,long,fr,2022-11-04,tablet,331899,4,2023-06,Moderato,4,4,0,Esploratore
2023-12-11,35,sport,121,it,long,it,2022-07-19,tablet,332992,1,2023-12,Moderato,5,3,0,Esploratore
2022-02-24,191,news,119,en,short,uk,2021-05-15,mobile,613745,3,2022-02,Moderato,4,3,0,Esploratore
2022-05-07,102,economy,116,it,short,it,2021-05-10,tablet,212391,2,2022-05,Fedele,9,5,2,Super Lettore
2023-02-11,69,news,102,fr,long,fr,2020-08-23,tablet,631990,5,2023-02,Moderato,4,3,0,Esploratore
2022-05-15,116,finance,107,it,long,it,2021-10-09,pc,632442,2,2022-05,Moderato,4,2,1,Esploratore
2023-03-12,97,weather,103,it,short,it,2021-05-21,tablet,712662,1,2023-03,Occasionale,2,2,1,Mordi e Fuggi
2023-06-07,104,weather,117,it,short,it,2022-04-11,mobile,712420,3,2023-06,Fedele,6,3,0,Super Lettore
2022-05-22,191,finance,108,fr,short,fr,2021-05-15,pc,611366,1,2022-05,Moderato,4,3,0,Esploratore
2022-10-23,70,weather,111,it,long,it,2021-12-03,mobile,732837,4,2022-10,Occasionale,2,1,1,Mordi e Fuggi
2021-09-06,19,sport,107,en,short,uk,2020-04-12,tablet,313793,1,2021-09,Fedele,6,2,0,Super Lettore
2022-09-05,141,weather,100,it,long,it,2021-05-23,mobile,73242,5,2022-09,Moderato,4,3,0,Esploratore
2022-12-23,6,finance,115,fr,short,fr,2020-09-14,pc,611531,2,2022-12,Fedele,7,4,2,Super Lettore
2023-07-27,39,weather,112,it,long,it,2020-08-03,pc,732301,3,2023-07,Fedele,8,4,2,Super Lettore
2022-07-28,181,news,110,it,long,it,2020-12-09,tablet,632862,1,2022-07,Fedele,10,6,2,Super Lettore
2023-11-22,41,finance,107,en,medium,uk,2021-08-01,pc,623407,3,2023-11,Moderato,5,4,0,Esploratore
2023-02-04,219,finance,117,en,short,uk,2021-12-24,pc,613316,2,2023-02,Fedele,8,6,2,Super Lettore
2023-08-24,8,lifestyle,113,it,medium,it,2022-04-23,tablet,122603,3,2023-08,Moderato,4,4,0,Esploratore
2023-01-19,2,sport,103,it,long,it,2022-01-06,tablet,332398,3,2023-01,Fedele,6,5,0,Super Lettore
2022-09-11,209,sport,121,it,short,it,2020-07-06,pc,312991,4,2022-09,Fedele,7,4,2,Super Lettore
2023-08-05,210,sport,114,en,medium,uk,2022-09-24,pc,323869,4,2023-08,Moderato,4,4,0,Esploratore
2023-09-27,14,economy,103,en,medium,uk,2021-01-14,tablet,223666,5,2023-09,Fedele,7,6,2,Super Lettore
2021-11-22,77,weather,106,it,long,it,2020-06-01,mobile,732297,5,2021-11,Moderato,5,4,0,Esploratore
2023-11-04,105,news,115,it,long,it,2022-01-25,mobile,632230,2,2023-11,Moderato,5,4,0,Esploratore
2021-09-26,224,economy,117,it,short,it,2020-06-04,pc,212474,4,2021-09,Moderato,3,3,1,Esploratore
2023-12-20,92,news,107,en,short,uk,2021-10-24,pc,613798,4,2023-12,Occasionale,2,1,1,Mordi e Fuggi
2022-04-06,141,sport,121,fr,long,fr,2021-05-23,tablet,331664,1,2022-04,Moderato,4,3,0,Esploratore
2022-06-10,128,lifestyle,103,en,long,uk,2021-01-26,tablet,133912,5,2022-06,Moderato,4,4,0,Esploratore
2023-01-17,241,finance,105,it,short,it,2022-05-11,pc,61261,5,2023-01,Fedele,10,4,2,Super Lettore
2023-10-04,162,finance,109,it,short,it,2022-09-06,tablet,612311,4,2023-10,Moderato,5,3,0,Esploratore
2022-04-28,80,news,113,it,short,it,2021-07-07,tablet,612214,1,2022-04,Fedele,6,4,0,Super Lettore
2023-05-04,51,art,105,fr,long,fr,2022-07-09,pc,531180,1,2023-05,Fedele,10,6,2,Super Lettore
2022-07-01,24,finance,119,it,short,it,2020-09-09,tablet,612382,4,2022-07,Moderato,3,3,1,Esploratore
2022-05-11,39,sport,104,fr,long,fr,2020-08-03,pc,331391,2,2022-05,Fedele,8,4,2,Super Lettore
2023-08-20,177,sport,106,en,long,uk,2022-03-17,pc,333744,4,2023-08,Moderato,5,3,0,Esploratore
2023-11-17,14,finance,111,en,long,uk,2021-01-14,tablet,633445,5,2023-11,Fedele,7,6,2,Super Lettore
2023-03-12,15,art,105,fr,short,fr,2022-05-13,pc,511321,2,2023-03,Fedele,6,5,0,Super Lettore
2023-09-18,87,economy,105,it,medium,it,2021-09-12,mobile,222968,4,2023-09,Moderato,3,3,1,Esploratore
2022-10-10,67,weather,120,en,short,uk,2020-10-01,pc,713181,5,2022-10,Moderato,3,2,1,Esploratore
2023-07-15,211,weather,119,en,medium,uk,2021-10-17,tablet,72370,4,2023-07,Moderato,5,2,0,Esploratore
2023-09-16,18,economy,107,it,medium,it,2021-12-14,mobile,222669,2,2023-09,Fedele,9,4,2,Super Lettore
2021-10-05,138,lifestyle,116,it,long,it,2020-04-06,mobile,132857,1,2021-10,Moderato,4,4,0,Esploratore
2023-03-09,98,economy,108,en,medium,uk,2020-09-26,pc,223747,1,2023-03,Fedele,10,5,2,Super Lettore
2023-04-04,7,weather,117,it,long,it,2021-09-01,mobile,732418,2,2023-04,Moderato,4,3,0,Esploratore
2023-06-19,195,economy,105,it,medium,it,2022-12-09,tablet,22242,2,2023-06,Fedele,6,3,0,Super Lettore
2023-09-24,126,art,100,en,long,uk,2022-03-02,pc,533633,3,2023-09,Moderato,4,4,0,Esploratore
2023-11-01,52,weather,110,en,short,uk,2022-03-15,pc,713633,3,2023-11,Moderato,4,2,1,Esploratore
2023-05-21,167,finance,107,it,long,it,2022-09-27,tablet,632750,1,2023-05,Moderato,3,2,1,Esploratore
2023-03-16,26,weather,116,en,long,uk,2021-07-20,tablet,733281,3,2023-03,Moderato,4,3,0,Esploratore
2023-07-25,101,sport,115,fr,short,fr,2021-05-06,tablet,311522,2,2023-07,Moderato,4,4,0,Esploratore
